,Title,URL,Sources,Authors,Keywords,Abstract
31,An underlying clock in the extreme flip-flop state transitions of the black hole transient Swift J1658.2-4242,https://ui.adsabs.harvard.edu/abs/2020A&A...641A.101B,['Swift J1658.2-4242'],"Bogensberger, D., Ponti, G., Jin, C., Belloni, T. M., Pan, H., Nandra, K., Russell, T. D., Miller-Jones, J. C. A., Muñoz-Darias, T., Vynatheya, P., & Vincentelli, F.","accretion, accretion disks, black hole physics, X-rays: binaries, time, Astrophysics - High Energy Astrophysical Phenomena",
32,Study of recent outburst in the Be/X-ray binary RX J0209.6-7427 with AstroSat: a new ultraluminous X-ray pulsar in the Magellanic Bridge?,https://ui.adsabs.harvard.edu/abs/2020MNRAS.495.2664C,['RX J0209.6-7427'],"Chandra, A. D., Roy, J., Agrawal, P. C., & Choudhury, M.","stars: emission-line, Be, stars: neutron, pulsars: individual: RX J0209.6-7427, galaxies: individual: SMC, X-rays: binaries, X-rays: bursts, Astrophysics - High Energy Astrophysical Phenomena","We present the timing and spectral studies of RX J0209.6-7427 during its rare 2019 outburst using observations with the Soft X-ray Telescope (SXT) and Large Area X-ray Proportional Counter (LAXPC) instruments on the AstroSat satellite. Pulsations having a periodicity of 9.29 s were detected for the first time by the NICER mission in the 0.2-10 keV energy band and, as reported here, by AstroSat over a broad energy band covering 0.3-80 keV. The pulsar exhibits a rapid spin-up during the outburst. Energy resolved folded pulse profiles are generated in several energy bands in 3-80 keV. To the best of our knowledge this is the first report of the timing and spectral characteristics of this Be binary pulsar in hard X-rays. There is suggestion of evolution of the pulse profile with energy. The energy spectrum of the pulsar is determined and from the best-fitting spectral values, the X-ray luminosity of RX J0209.6-7427 is inferred to be 1.6 × 10<SUP>39</SUP> erg s<SUP>-1</SUP>. Our timing and spectral studies suggest that this source has features of an ultraluminous X-ray pulsar in the Magellanic Bridge. Details of the results are presented and discussed in terms of the current ideas."
33,AstroSat Observations of GRO J2058+42 during the 2019 Outburst,https://ui.adsabs.harvard.edu/abs/2020ApJ...897...73M,['GRO J2058+42'],"Mukerjee, K., Antia, H. M., & Katoch, T.","1822, 733, 1108, 142, 153, Astrophysics - High Energy Astrophysical Phenomena","We present results from AstroSat observations of the recent outburst of GRO J2058+42, an X-ray pulsar in a Be-binary system. The source was observed by the LAXPC and SXT instruments on AstroSat on 2019 April 10 during the declining phase of its latest giant outburst. Light curves showed a strong pulsation of the pulsar with a period of 194.2201 ± 0.0016 s and a spin-up rate of (1.65 ± 0.06) × 10<SUP>-11</SUP> Hz s<SUP>-1</SUP>. Intermittent flaring was detected in light curves between the 3 and 80 keV energy bands, with an increase in intensity of up to 1.8 times its average intensity. Pulse profiles obtained between the 3 and 80 keV energy bands of the pulsar showed strong dependence on energy. During AstroSat observations, a broad peak was consistently observed in the power density spectrum of the source with a peak oscillation frequency of 0.090 Hz along with its higher harmonics, which may be due to quasi-periodic oscillations, a commonly observed phenomenon in transient X-ray pulsars during their outburst. AstroSat observations also detected cyclotron absorption features in its spectrum corresponding to (9.7-14.4) keV, (19.3-23.8) keV, and (37.8-43.1) keV. The pulse-phase-resolved spectroscopy of the source showed a phase-dependent variation in its energy and the relative strength of these features. The spectrum was well fitted with an absorbed blackbody, Fermi-Dirac cutoff model and alternatively with an absorbed CompTT model. Both of these models were combined with an Fe line and three Gaussian absorption lines to account for the observed cyclotron resonance scattering features in the spectrum."
34,Blazar Variability: A Study of Nonstationarity and the Flux-Rms Relation,https://ui.adsabs.harvard.edu/abs/2020ApJ...897...25B,"['3C 273', 'PKS 2155-304', 'Mrk 421']","Bhattacharyya, S., Ghosh, R., Chatterjee, R., & Das, N.","1810, 164, 2035, Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Astrophysics of Galaxies","We analyze X-ray light curves of the blazars Mrk 421, PKS 2155-304, and 3C 273 using observations by the Soft X-ray Telescope on board AstroSat and archival XMM-Newton data. We use light curves of length 30-90 ks from three to four epochs for all three blazars. We apply the autoregressive integrated moving average model, which indicates the variability is consistent with short memory processes for most of the epochs. We show that the power spectral density (PSDs) of the X-ray variabilities of the individual blazars are consistent within uncertainties across the epochs. This implies that the construction of broadband PSD using light curves from different epochs is accurate. However, using certain properties of the variance of the light curves and its segments, we show that the blazars exhibit hints of nonstationarity beyond that due to their characteristic red-noise nature in some of those observations. We find a linear relationship between the root-mean-squared amplitude of variability at shorter timescales and the mean flux level at longer timescales for light curves of Mrk 421 across epochs separated by decades as well as light curves spanning 5 days and ∼10 yr. The presence of a flux-rms relation over very different timescales may imply that, similar to the X-ray binaries and Seyfert galaxies, longer and shorter timescale variabilities are connected in blazars."
35,Detection of thermonuclear X-ray bursts and dips from the X-ray binary 4U 1323-62 with AstroSat/LAXPC,https://ui.adsabs.harvard.edu/abs/2020RAA....20...98B,['4U 1323-62'],"Bhulla, Y., Roy, J., & Jaaffrey, S. N. A.","accretion disc, individual: 4U 1323-62, stars: neutron star, X-rays: binaries, X-rays: thermonuclear bursts, 14, Astrophysics - High Energy Astrophysical Phenomena","Using data from the Large Area X-ray Proportional Counter (LAXPC) on the AstroSat satellite, we observed Type-1 thermonuclear X-ray bursts from the low mass X-ray binary neutron star 4U 1323-62. Observations of 4U 1323-62 that were carried out during the performance verification phase of the AstroSat satellite indicated six thermonuclear X-ray bursts in a total effective exposure of ∼49.5 ks for about two consecutive days. Recurrence time of the detected thermonuclear bursts is in accordance with the orbital period of the source, ∼9400 s. Moreover, the light curve of 4U 1323-62 revealed the presence of two dips. We present the results from time-resolved spectroscopy performed during all of the six X-ray bursts and also report the detection of a known low frequency quasi-periodic oscillation (LFQPO) at ∼1 Hz from the source. However, any evidence of kilohertz QPO was not found. We have shown the burst profile at different energy ranges. Assuming a distance of 10 kpc, we observed a mean flux of ∼1.8×10<SUP>-9</SUP> erg cm<SUP>2</SUP> s<SUP>-1</SUP>. The radius of the blackbody is found to be highly consistent with the blackbody temperature and the blackbody flux of the bursts."
36,"Isolation, nucleotide sequencing and genomic comparison of a Novel SXT/R391 ICE mobile genetic element isolated from a municipal wastewater environment",https://ui.adsabs.harvard.edu/abs/2020NatSR..10.8716S,[],"Slattery, S., Tony Pembroke, J., Murnane, J. G., & Ryan, M. P.",,"Integrative Conjugative Elements (ICE's) of the SXT/R391 family have largely been detected in clinical or environmental isolates of Gammaproteobacteria, particularly Vibrio and Proteus species. As wastewater treatment plants accumulate a large and diverse number of such species, we examined raw water samples taken from a municipal wastewater treatment plant initially using SXT/R391 family integrase gene-specific PCR probes to detect the presence of such elements in a directed approach. A positive amplification occurred over a full year period and a subsequent Restriction Fragment Length Polymorphism (RFLP) analysis revealed a very limited diversity in the treatment plant examined. Samples demonstrating positive amplification were cultured using Vibrio and Proteus selective media and PCR amplification tracking was utilized to monitor SXT/R391-ICE family containing strains. This screening procedure resulted in the isolation and identification of a Proteus mirabilis strain harbouring an ICE. Whole-genome sequencing of this ICE containing strain using Illumina sequencing technology revealed a novel 81 kb element that contained 75 open reading frames on annotation but contained no antibiotic or metal resistance determinants. Comparative genomics revealed the element contained a conserved ICE core with one of the insertions containing a novel bacteriophage defence mechanism. This directed isolation suggests that ICE elements are present in the environment without apparent selective pressure but may contain adaptive functions allowing survival in particular environments such as municipal wastewater which are reservoirs for large bacterial phage populations."
37,Spectropolarimetric analysis of prompt emission of GRB 160325A: jet with evolving environment of internal shocks,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.5218S,['GRB 160325'],"Sharma, V., Iyyani, S., Bhattacharya, D., Chattopadhyay, T., Vadawale, S. V., & Bhalerao, V. B.","polarization, radiation mechanisms: non-thermal, radiation mechanisms: thermal, gamma-ray burst: individual (GRB 160325A), Astrophysics - High Energy Astrophysical Phenomena","GRB 160325A is the only bright burst detected by AstroSat CZT Imager in its primary field of view to date. In this work, we present the spectral and polarimetric analysis of the prompt emission of the burst using AstroSat, Fermi, and Niel Gehrels Swift observations. The prompt emission consists of two distinct emission episodes separated by a few seconds of quiescent/ mild activity period. The first emission episode shows a thermal component as well as a low polarization fraction of PF < 37 per cent at 1.5 σ confidence level. On the other hand, the second emission episode shows a non-thermal spectrum and is found to be highly polarized with PF > 43 per cent at 1.5σ confidence level. We also study the afterglow properties of the jet using Swift/XRT data. The observed jet break suggests that the jet is pointed towards the observer and has an opening angle of 1.2° for an assumed redshift, z = 2. With composite modelling of polarization, spectrum of the prompt emission, and the afterglow, we infer that the first episode of emission originates from the photosphere with localized dissipation happening below it, and the second from the optically thin region above the photosphere. The photospheric emission is generated mainly by inverse Compton scattering, whereas the emission in the optically thin region is produced by the synchrotron process. The low radiation efficiency of the burst suggests that the outflow remains baryonic dominated throughout the burst duration with only a subdominant Poynting flux component, and the kinetic energy of the jet is likely dissipated via internal shocks which evolves from an optically thick to optically thin environment within the jet."
38,Possible detection of a new cyclotron feature in 4U 1700-37,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.3045B,['4U 1700-37'],"Bala, S., Roy, J., & Bhattacharya, D.","magnetic field, binaries: eclipsing, stars: individual: 4U 1700-37, Astrophysics - High Energy Astrophysical Phenomena",We present a spectral and timing study of the high-mass X-ray binary transient source 4U 1700-37 using NuSTAR and ASTROSAT/LAXPC. The source is observed in two different flux states. A combined spectral analysis of NuSTAR's focal plane modules A and B shows the possible hint of a cyclotron line feature at ˜16 keV. The line feature is consistently present in different continuum models with at least 3σ confidence level. We do not detect the presence of a previously reported 39 keV cyclotron line in the combined spectra. A ˜16 keV cyclotron feature would suggest that the compact object is a neutron star with a magnetic field strength ˜2.1 × 10<SUP>12</SUP> G in the emission region. We also find the presence of a rare Ni Kα emission line around 7.6 keV in the NuSTAR spectrum. We searched the NuSTAR and ASTROSAT data for coherent or quasi-periodic oscillation signals but found no evidence in the frequency range 0.1 mHz to 10<SUP>3</SUP> Hz.
39,AstroSat UVIT Survey of M31: Point-source Catalog,https://ui.adsabs.harvard.edu/abs/2020ApJS..247...47L,['M31'],"Leahy, D. A., Postma, J., Chen, Y., & Buick, M.","1736, 1741, 39","An ultraviolet survey of M31 has been carried out during 2017-19 with the UltraViolet Imaging Telescope (UVIT) instrument on board the AstroSat Observatory. Here we analyze far- and near-ultraviolet (FUV and NUV) observations from the M31 UVIT survey, which covers a sky area of ≃3° × 1° with spatial resolution of ≃1″. The observations included six filter bands in the wavelength range of 120-280 nm. The limiting magnitude (AB) in the FUV band (CaF2 filter), which has the largest number of detected sources, is ∼23. The primary product of this work is the M31 UVIT point-source catalog containing positions and photometry. In total ≃75,000 sources were detected at FUV or NUV wavelengths."
40,Additional Calibration of the Ultraviolet Imaging Telescope on Board AstroSat,https://ui.adsabs.harvard.edu/abs/2020AJ....159..158T,[],"Tandon, S. N., Postma, J., Joseph, P., Devaraj, A., Subramaniam, A., Barve, I. V., George, K., Ghosh, S. K., Girish, V., Hutchings, J. B., Kamath, P. U., Kathiravan, S., Kumar, A., Lancelot, J. P., Leahy, D., Mahesh, P. K., Mohan, R., Nagabhushana, S., Pati, A. K., Rao, N. K., Sankarasubramanian, K., Sriram, S., & Stalin, C. S.","1736, 1743, 799, 1740, 1558, Astrophysics - Instrumentation and Methods for Astrophysics","Results of the initial calibration of the Ultra-Violet Imaging Telescope (UVIT) were reported earlier by Tandon et al. The results reported earlier were based on the ground calibration as well as the first observations in orbit. Some additional data from the ground calibration and data from more in-orbit observations have been used to improve the results. In particular, extensive new data from in-orbit observations have been used to obtain (a) new photometric calibration that includes (i) zero points, (ii) flat fields, and (iii) saturation; (b) sensitivity variations; (c) spectral calibration for the near ultraviolet (NUV; 2000-3000 Å) and far ultraviolet (FUV; 1300-1800 Å) gratings; (d) point-spread function; and (e) astrometric calibration including distortion. Data acquired over the last three years show continued good performance of UVIT with no reduction in sensitivity in both UV channels."
41,A broad-band look of the accreting millisecond X-ray pulsar SAX J1748.9-2021 using AstroSat and XMM-Newton,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.4361S,"['NGC 6440', 'SAX J1748.9-2021']","Sharma, R., Beri, A., Sanna, A., & Dutta, A.","accretion, accretion discs, stars: neutron, X-rays: binaries, X-rays: bursts, X-rays: individual (SAX J1748.9-2021), Astrophysics - High Energy Astrophysical Phenomena","SAX J1748.9-2021 is a transient accretion powered millisecond X-ray pulsar located in the globular cluster NGC 6440. We report on the spectral and timing analysis of SAX J1748.9-2021 performed on AstroSat data taken during its faint and short outburst of 2017. We derived the best-fitting orbital solution for the 2017 outburst and obtained an average local spin frequency of 442.361098(3) Hz. The pulse profile obtained from 3 to 7 and 7 to 20 keV energy bands suggest constant fractional amplitude ˜0.5 per cent for fundamental component, contrary to previously observed energy pulse profile dependence. Our AstroSat observations revealed the source to be in a hard spectral state. The 1-50 keV spectrum from SXT (Soft X-ray Telescope) and LAXPC (Large Area X-ray Proportional Counter) on-board AstroSat can be well described with a single temperature blackbody and thermal Comptonization. Moreover, we found that the combined spectra from XMM-Newton (EPIC-PN) and AstroSat (SXT + LAXPC) indicated the presence of reflection features in the form of iron (Fe Kα) line that we modelled with the reflection model xillvercp. One of the two X-ray burst observed during the AstroSat/LAXPC observation showed hard X-ray emission (>30 keV) due to Compton up-scattering of thermal photons by the hot corona. Time-resolved analysis performed on the bursts revealed complex evolution in emission radius of blackbody for second burst suggestive of mild photospheric radius expansion."
42,Correction to: AstroSat/LAXPC view of GX 17+2: spectral evolution along the Z-track,https://ui.adsabs.harvard.edu/abs/2020Ap&SS.365...56A,['GX 17+2'],"Agrawal, V. K., Nandi, A., & Ramadevi, M. C.",,In the Discussion section of the initial online publication an incorrect percentage was specified for the observed contribution of the hard X-ray tail in the middle and upper flaring branch to the total flux of 3.0-80.0 keV. The original article has been corrected.
43,Unravelling the unusually curved X-ray spectrum of RGB J0710 + 591 using AstroSat observations,https://ui.adsabs.harvard.edu/abs/2020MNRAS.492..796G,['RGB J0710+591'],"Goswami, P., Sinha, A., Chandra, S., Misra, R., Chitnis, V., Gogoi, R., Sahayanathan, S., Stalin, C. S., Singh, K. P., & Yadav, J. S.","galaxies: active, BL Lacertae objects: individual: RGB J0710 + 591, X-rays: galaxies, Astrophysics - High Energy Astrophysical Phenomena","We report the analysis of simultaneous multiwavelength data of the high-energy-peaked blazar RGB J0710 + 591 from the Large Area X-ray Proportional Counters, Soft X-ray focusing Telescope, and Ultraviolet Imaging Telescope (UVIT) instruments onboard AstroSat. The wide band X-ray spectrum (0.35-30 keV) is modelled as synchrotron emission from a non-thermal distribution of high-energy electrons. The spectrum is unusually curved, with a curvature parameter β<SUB>p</SUB> ∼ 6.4 for a log parabola particle distribution, or a high-energy spectral index p<SUB>2</SUB> > 4.5 for a broken power-law distribution. The spectrum shows more curvature than an earlier quasi-simultaneous analysis of Swift-XRT/NuSTAR data where the parameters were β<SUB>p</SUB> ∼ 2.2 or p<SUB>2</SUB> ∼ 4. It has long been known that a power-law electron distribution can be produced from a region where particles are accelerated under Fermi process and the radiative losses in acceleration site decide the maximum attainable Lorentz factor, γ<SUB>max</SUB>. Consequently, this quantity decides the energy at which the spectrum curves steeply. We show that such a distribution provides a more natural explanation for the AstroSat data as well as the earlier XRT/NuSTAR observation, making this as the first well-constrained determination of the photon energy corresponding to γ<SUB>max</SUB>. This in turn provides an estimate of the acceleration time-scale as a function of magnetic field and Doppler factor. The UVIT observations are consistent with earlier optical/UV measurements and reconfirm that they plausibly correspond to a different radiative component than the one responsible for the X-ray emission."
44,Identification of QPO Frequency of GRS 1915+105 as the Relativistic Dynamic Frequency of a Truncated Accretion Disk,https://ui.adsabs.harvard.edu/abs/2020ApJ...889L..36M,['GRS 1915+105'],"Misra, R., Rawat, D., Yadav, J. S., & Jain, P.","14, 1611, 1406, 98, 939, 159, 886, 1388, 5, 1393, 1810, Astrophysics - High Energy Astrophysical Phenomena","We have analyzed AstroSat observations of the galactic microquasar system GRS 1915+105, when the system exhibited C-type quasi-periodic oscillations (QPOs) in the frequency range of 3.4-5.4 Hz. The broadband spectra (1-50 keV) obtained simultaneously from the Large Area X-ray Proportional Counter and Soft X-ray Telescope can be well described by a dominant relativistic truncated accretion disk along with thermal Comptonization and reflection. We find that while the QPO frequency depends on the inner radii with a large scatter, a much tighter correlation is obtained when both the inner radii and accretion rate of the disk are taken into account. In fact, the frequency varies just as the dynamic frequency (I.e., the inverse of the sound crossing time) does as predicted decades ago by the relativistic standard accretion disk theory for a black hole with a spin parameter of ∼0.9. We show that this identification has been possible due to the simultaneous broadband spectral coverage with temporal information as obtained from AstroSat."
45,AstroSat UVIT Observations of Her X-1,https://ui.adsabs.harvard.edu/abs/2020ApJ...889..131L,['Her X-1'],"Leahy, D. A., Postma, J., & Chen, Y.","1108, 1811","An observation of the X-ray binary system Her X-1/HZ Her by the AstroSat UltraViolet Imaging Telescope (UVIT) was carried out in 2018. The observation was taken with the far ultra-violet (FUV) camera of UVIT with the CaF<SUB>2</SUB> filter (125-175 nm band) and lasted ≃0.6 of one binary orbit. Her X-1 was in the late main high state at 35 day phase ≃0.20. Clear orbital modulation of the UVIT light curve is seen, showing egress from eclipse of the neutron star and double-peak shape half an orbital period later. The FUV emission from Her X-1 is shown to arise partly from the accretion disk and partly from the X-ray heated face of Hz Her. We carry out modeling of the system using the Shape code and fit the FUV light curve. New constraints are obtained for the geometric parameters of the tilted and twisted accretion disk around the neutron star, and improvements to the basic disk model are suggested."
46,AstroSat/LAXPC view of GX 17+2: spectral evolution along the Z-track,https://ui.adsabs.harvard.edu/abs/2020Ap&SS.365...41A,['GX 17+2'],"Agrawal, V. K., Nandi, A., & Ramadevi, M. C.","Accretion, Accretion discs, X-rays: binaries, X-rays: individual, GX 17+2, Astrophysics - High Energy Astrophysical Phenomena","In this paper, we present the first results obtained using ∼50 ks observations of the bright low-mass X-ray binary (LMXB) GX 17+2 with Large Area X-ray Proportional Counter (LAXPC) onboard AstroSat. The source traced out a complete Z-track in the hardness intensity diagram (HID). The spectra at different sections of the Z-diagram are well described by either a combination of a thermal Comptonization component, a power-law and a relativistic iron line or a model consisting of a thermal disk component, a single temperature blackbody, a power-law and a relativistic iron line. Fitting the spectra with both phenomenological models suggests that the power-law component is strong in the horizontal branch (HB), becomes weaker as the source moves down the normal branch (NB) and then again becomes stronger as the sources moves up the flaring branch (FB). However, we find that the strength of the power-law component is model dependent, although the trend in the variation of the power-law strength along the Z-track is similar. A simple model composed by a Comptonized emission and power-law component, convolved with the ionized reflection, also describes the spectra very well."
47,AstroSat detection of Lyman continuum emission from a z = 1.42 galaxy,https://ui.adsabs.harvard.edu/abs/2020NatAs...4.1185S,['AUDFs01'],"Saha, K., Tandon, S. N., Simmonds, C., Verhamme, A., Paswan, A., Schaerer, D., Rutkowski, M., Borgohain, A., Elmegreen, B., Inoue, A. K., Combes, F., Elmegreen, D., & Paalvast, M.","Astrophysics - Astrophysics of Galaxies, Astrophysics - Cosmology and Nongalactic Astrophysics","One of the outstanding problems of current observational cosmology is to understand the nature of sources that produced the bulk of the ionizing radiation after the Cosmic Dark Age. Direct detection of these reionization sources<SUP>1</SUP> is practically infeasible at high redshift (z) due to the steep decline of intergalactic medium transmission<SUP>2,3</SUP>. However, a number of low-z analogues emitting Lyman continuum at 900 å restframe are now detected at z < 0.4 (refs. <SUP>4-8</SUP>) and there are also detections in the range 2.5 < z < 3.5 (refs. <SUP>9-14</SUP>). Here we report the detection of Lyman continuum emission with a high escape fraction (>20%) from a low-mass clumpy galaxy at z = 1.42, in the middle of the redshift range where no detection has been made before and near the peak of the cosmic star-formation history<SUP>15</SUP>. The observation was made in the Hubble Extreme Deep Field<SUP>16</SUP> by the wide-field Ultraviolet Imaging Telescope<SUP>17</SUP> onboard AstroSat<SUP>18</SUP>. This detection of extreme ultraviolet radiation from a distant galaxy at a restframe wavelength of 600 å opens up a new window to constrain the shape of the ionization spectrum. Further observations with AstroSat should substantially increase the sample of Lyman-continuum-leaking galaxies at cosmic noon."
48,Unveiling the Temporal Properties of MAXI J1820+070 through AstroSat Observations,https://ui.adsabs.harvard.edu/abs/2020ApJ...889L..17M,"['Cygnus X-1', 'MAXI J1820+070']","Mudambi, S. P., Maqbool, B., Misra, R., Hebbar, S., Yadav, J. S., Gudennavar, S. B., & S. G., B.","159, 1579, 939, 1852, 1578, 1810, 1611, 162, Astrophysics - High Energy Astrophysical Phenomena","We present here the results of the first broadband simultaneous spectral and temporal studies of the newly detected black hole binary MAXI J1820+070 as seen by Soft X-ray Telescope and Large Area X-ray Proportional Counter (LAXPC) on board AstroSat. The observed combined spectra in the energy range 0.7-80 keV were well modeled using disk blackbody emission, thermal Comptonization, and a reflection component. The spectral analysis revealed that the source was in its hard spectral state (Γ = 1.61) with a cool disk (kT<SUB>in</SUB> = 0.22 keV). We report the energy dependent time-lag and root mean squared (rms) variability at different frequencies in the energy range 3-80 keV using LAXPC data. We also modeled the flux variability using a single-zone stochastic propagation model to quantify the observed energy dependence of time lag and fractional rms variability, and then compared the results with that of Cygnus X-1. Additionally, we confirm the detection of a quasi-periodic oscillation with the centroid frequency at 47.7 mHz."
49,Prompt X-Ray Emission from Fast Radio Bursts—Upper Limits with AstroSat,https://ui.adsabs.harvard.edu/abs/2020ApJ...888...40A,[],"Anumarlapudi, A., Bhalerao, V., Tendulkar, S. P., & Balasubramanian, A.","Radio Bursts, Radio transient sources, X-ray bursts, 1339, 2008, 1814, Astrophysics - High Energy Astrophysical Phenomena","Fast radio bursts (FRBs) are short-lived (∼ms), energetic transients (having a peak flux density of ∼Jy) with no known prompt emission in other energy bands. We present results of a search for prompt X-ray emissions from 41 FRBs using the Cadmium Zinc Telluride Imager on AstroSat, which continuously monitors ∼70% of the sky. Our searches on various timescales in the 20-200 keV range, did not yield any counterparts in this hard X-ray band. We calculate upper limits on hard X-ray flux, in the same energy range and convert them to upper bounds for η: the ratio of X-ray to radio fluence of FRBs. We find η ≤ 10<SUP>8-10</SUP> for hard X-ray emission. Our results will help constrain the theoretical models of FRBs as the models become more quantitative and nearer, brighter FRBs are discovered."
50,"Solar Cycle Variation of Coronal Temperature, Emission Measure, and Soft X-Ray Irradiance Observed with Yohkoh Soft X-Ray Telescope",https://ui.adsabs.harvard.edu/abs/2019ApJ...887..225T,[],"Takeda, A., Acton, L., & Albanese, N.","Solar corona, Solar spectral irradiance, Solar X-ray emission, 1483, 1501, 1536","This paper presents the solar soft X-ray irradiance (0.3-3.0 nm) obtained from the mission-long full-Sun X-ray images observed with the Soft X-ray Telescope (SXT) of the Yohkoh mission (1991-2001). The irradiance was calculated using filter-ratio temperatures and emission measures (EMs) from the full-Sun integrated X-ray signals employing a coronal spectrum synthesized with CHIANTI atomic database version 8.0. Dependence of the results on the assumption of elemental abundances is investigated. The SXT irradiance for a shorter wavelength range was also calculated and compared with the low energy flux (0.1-0.8 nm) of the X-Ray Sensor on board the GOES satellite. To incorporate the spatial information of the observed corona, we tried the alternative method to derive irradiance by applying the filter-ratio method to the images of northern hemispheric corona instead of spatially integrated signals from there. The EM weighted average of the spatially resolved temperatures turned out to be generally 20%-30% lower than those derived from the integrated signals, while the total of spatially resolved EMs are accordingly 1.5-2 times higher. This trend is enhanced when solar activity is the lowest in early 1996. The irradiance obtained from the alternative method does not significantly vary from the result from the integrated signals. This provides some validation for the simpler full-Sun integrated method. The temporal variation of the EMs of cool (<1.5 MK), medium, and hot (>2.5 MK) components indicates that the ratio of the hot component relative to the medium component is higher in the ascending phase (mid 1998-2001) than in the descending phase (1992-1995) of the solar activity cycle."
51,GASP XXIII: A Jellyfish Galaxy as an Astrophysical Laboratory of the Baryonic Cycle,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..155P,['JW100'],"Poggianti, B. M., Ignesti, A., Gitti, M., Wolter, A., Brighenti, F., Biviano, A., George, K., Vulcani, B., Gullieuszik, M., Moretti, A., Paladino, R., Bettoni, D., Franchetto, A., Jaffé, Y. L., Radovich, M., Roediger, E., Tomičić, N., Tonnesen, S., Bellhouse, C., Fritz, J., & Omizzolo, A.","Galaxy evolution, Galaxy clusters, Galaxy processes, 594, 584, 614, Astrophysics - Astrophysics of Galaxies","With MUSE, Chandra, VLA, ALMA, and UVIT data from the GASP program, we study the multiphase baryonic components in a jellyfish galaxy (JW100) with a stellar mass 3.2 × 10<SUP>11</SUP> M <SUB>⊙</SUB> hosting an active galactic nucleus (AGN). We present its spectacular extraplanar tails of ionized and molecular gas, UV stellar light, and X-ray and radio continuum emission. This galaxy represents an excellent laboratory to study the interplay between different gas phases and star formation and the influence of gas stripping, gas heating, and AGNs. We analyze the physical origin of the emission at different wavelengths in the tail, in particular in situ star formation (related to Hα, CO, and UV emission), synchrotron emission from relativistic electrons (producing the radio continuum), and heating of the stripped interstellar medium (ISM; responsible for the X-ray emission). We show the similarities and differences of the spatial distributions of ionized gas, molecular gas, and UV light and argue that the mismatch on small scales (1 kpc) is due to different stages of the star formation process. We present the relation Hα-X-ray surface brightness, which is steeper for star-forming regions than for diffuse ionized gas regions with a high [O I]/Hα ratio. We propose that ISM heating due to interaction with the intracluster medium (either for mixing, thermal conduction, or shocks) is responsible for the X-ray tail, observed [O I] excess, and lack of star formation in the northern part of the tail. We also report the tentative discovery in the tail of the most distant (and among the brightest) currently known ULX, a pointlike ultraluminous X-ray source commonly originating in a binary stellar system powered by either an intermediate-mass black hole or a magnetized neutron star."
52,Spectral and Timing Properties of the Galactic X-Ray Transient Swift J1658.2-4242 Using Astrosat Observations,https://ui.adsabs.harvard.edu/abs/2019ApJ...887..101J,['Swift J1658.2-4242'],"Jithesh, V., Maqbool, B., Misra, R., T, A. R., Mall, G., & James, M.","Stellar accretion disks, Black hole physics, X-ray transient sources, X-ray sources, X-ray binary stars, Accretion, 1579, 159, 1852, 1822, 1811, 14, Astrophysics - High Energy Astrophysical Phenomena","We present the X-ray timing and spectral analysis of the new Galactic X-ray transient Swift J1658.2-4242 observed with the Large Area X-ray Proportional Counter and Soft X-ray Telescope instruments on board Astrosat. We detect prominent C-type quasi-periodic oscillations (QPOs) of frequencies varying from ˜1.5 to ˜6.6 Hz along with distinct second harmonics and subharmonics. The QPO detected at ˜1.56 Hz drifts to a higher centroid frequency of ˜1.74 in the course of the observation, while the QPO detected at ˜6.6 Hz disappeared during hard flarings. The fractional rms at the QPO and the subharmonic frequencies increases with photon energy, while at the second harmonic frequencies the rms seems to be constant. In addition, we have observed soft time lag at QPO and subharmonic frequencies up to a timescale of ˜35 ms; however, at the second harmonic frequencies there is weak/zero time lag. We attempt spectral modeling of the broadband data in the 0.7-25 keV band using the doubly absorbed disk plus thermal Comptonization model. Based on the spectral and timing properties, we identified the source to be in the hard-intermediate state of black hole X-ray binaries. To quantitatively fit the energy- and frequency-dependent fractional rms and time lag, we use a single-zone fluctuation propagation model and discuss our results in the context of that model."
